Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,Season
F1,02/05/2021,14:00,Brest,Nantes,1.0,4.0,A,0.0,2.0,A,16.0,12.0,7.0,6.0,5.0,5.0,12.0,10.0,2.0,0.0,0.0,0.0,
F1,02/05/2021,14:00,Dijon,Metz,1.0,5.0,A,0.0,2.0,A,10.0,14.0,4.0,6.0,6.0,3.0,11.0,16.0,1.0,1.0,1.0,0.0,
F1,02/05/2021,14:00,Lorient,Angers,2.0,0.0,H,1.0,0.0,H,13.0,9.0,4.0,2.0,5.0,0.0,8.0,13.0,3.0,3.0,1.0,1.0,
F1,02/05/2021,14:00,Nimes,Reims,2.0,2.0,D,0.0,1.0,A,18.0,12.0,7.0,7.0,10.0,5.0,15.0,13.0,2.0,2.0,0.0,0.0,
F1,02/05/2021,16:05,Montpellier,St Etienne,1.0,2.0,A,1.0,1.0,D,13.0,19.0,2.0,7.0,7.0,7.0,15.0,12.0,2.0,1.0,0.0,0.0,
F1,02/05/2021,20:00,Monaco,Lyon,2.0,3.0,A,1.0,0.0,H,12.0,17.0,4.0,5.0,5.0,5.0,23.0,16.0,1.0,4.0,0.0,1.0,
F1,07/05/2021,20:00,Lens,Lille,0.0,3.0,A,0.0,2.0,A,11.0,11.0,5.0,6.0,5.0,4.0,15.0,9.0,3.0,2.0,1.0,0.0,
F1,08/05/2021,12:00,Nantes,Bordeaux,3.0,0.0,H,1.0,0.0,H,11.0,10.0,3.0,2.0,5.0,2.0,13.0,20.0,0.0,5.0,0.0,0.0,
F1,08/05/2021,16:00,Lyon,Lorient,4.0,1.0,H,0.0,0.0,D,25.0,8.0,11.0,2.0,5.0,1.0,17.0,10.0,2.0,2.0,0.0,0.0,
F1,09/05/2021,12:00,St Etienne,Marseille,1.0,0.0,H,1.0,0.0,H,18.0,15.0,5.0,4.0,10.0,4.0,22.0,12.0,1.0,3.0,0.0,0.0,
F1,09/05/2021,14:00,Angers,Dijon,3.0,0.0,H,1.0,0.0,H,11.0,5.0,4.0,1.0,1.0,4.0,8.0,11.0,0.0,0.0,0.0,0.0,
F1,09/05/2021,14:00,Metz,Nimes,0.0,3.0,A,0.0,0.0,D,11.0,10.0,2.0,5.0,0.0,6.0,13.0,12.0,1.0,2.0,0.0,0.0,
F1,09/05/2021,14:00,Nice,Brest,3.0,2.0,H,1.0,2.0,A,14.0,9.0,5.0,2.0,6.0,5.0,8.0,11.0,1.0,1.0,1.0,0.0,
F1,09/05/2021,14:00,Strasbourg,Montpellier,2.0,3.0,A,0.0,1.0,A,18.0,6.0,7.0,3.0,4.0,6.0,16.0,16.0,2.0,3.0,0.0,0.0,
F1,09/05/2021,16:05,Reims,Monaco,0.0,1.0,A,0.0,1.0,A,8.0,7.0,2.0,2.0,3.0,3.0,11.0,13.0,1.0,3.0,0.0,0.0,
F1,09/05/2021,20:00,Rennes,Paris SG,1.0,1.0,D,0.0,1.0,A,19.0,12.0,10.0,4.0,9.0,3.0,12.0,11.0,4.0,1.0,0.0,1.0,
F1,16/05/2021,20:00,Bordeaux,Lens,3.0,0.0,H,1.0,0.0,H,11.0,14.0,4.0,4.0,1.0,6.0,16.0,15.0,2.0,2.0,0.0,0.0,
F1,16/05/2021,20:00,Dijon,Nantes,0.0,4.0,A,0.0,2.0,A,10.0,16.0,1.0,4.0,3.0,6.0,12.0,10.0,2.0,1.0,0.0,0.0,
F1,16/05/2021,20:00,Lille,St Etienne,0.0,0.0,D,0.0,0.0,D,14.0,8.0,3.0,1.0,3.0,6.0,11.0,14.0,1.0,2.0,0.0,0.0,
F1,16/05/2021,20:00,Lorient,Metz,2.0,1.0,H,1.0,0.0,H,6.0,3.0,2.0,1.0,2.0,1.0,16.0,19.0,1.0,4.0,0.0,0.0,
F1,16/05/2021,20:00,Marseille,Angers,3.0,2.0,H,1.0,0.0,H,16.0,11.0,11.0,5.0,3.0,4.0,16.0,12.0,3.0,2.0,0.0,0.0,
F1,16/05/2021,20:00,Monaco,Rennes,2.0,1.0,H,2.0,0.0,H,11.0,9.0,3.0,2.0,4.0,4.0,12.0,14.0,2.0,2.0,0.0,1.0,
F1,16/05/2021,20:00,Montpellier,Brest,0.0,0.0,D,0.0,0.0,D,4.0,22.0,2.0,9.0,1.0,11.0,18.0,13.0,0.0,3.0,1.0,0.0,
F1,16/05/2021,20:00,Nice,Strasbourg,0.0,2.0,A,0.0,1.0,A,7.0,11.0,3.0,5.0,4.0,4.0,9.0,10.0,2.0,1.0,0.0,0.0,
F1,16/05/2021,20:00,Nimes,Lyon,2.0,5.0,A,1.0,3.0,A,8.0,21.0,4.0,13.0,3.0,6.0,7.0,13.0,0.0,0.0,0.0,0.0,
F1,16/05/2021,20:00,Paris SG,Reims,4.0,0.0,H,2.0,0.0,H,28.0,2.0,10.0,0.0,9.0,5.0,14.0,4.0,0.0,0.0,0.0,1.0,
F1,23/05/2021,20:00,Angers,Lille,1.0,2.0,A,0.0,2.0,A,10.0,5.0,4.0,2.0,4.0,2.0,10.0,14.0,0.0,2.0,0.0,0.0,
F1,23/05/2021,20:00,Brest,Paris SG,0.0,2.0,A,0.0,1.0,A,6.0,9.0,5.0,4.0,5.0,4.0,7.0,6.0,1.0,2.0,0.0,0.0,
F1,23/05/2021,20:00,Lens,Monaco,0.0,0.0,D,0.0,0.0,D,4.0,19.0,1.0,3.0,2.0,7.0,16.0,6.0,3.0,2.0,0.0,0.0,
F1,23/05/2021,20:00,Lyon,Nice,2.0,3.0,A,2.0,1.0,H,12.0,14.0,6.0,6.0,6.0,6.0,8.0,10.0,1.0,2.0,0.0,0.0,
F1,23/05/2021,20:00,Metz,Marseille,1.0,1.0,D,0.0,0.0,D,10.0,9.0,3.0,2.0,1.0,10.0,14.0,9.0,3.0,2.0,0.0,0.0,
F1,23/05/2021,20:00,Nantes,Montpellier,1.0,2.0,A,1.0,1.0,D,15.0,8.0,5.0,5.0,9.0,5.0,8.0,11.0,2.0,2.0,0.0,0.0,
F1,23/05/2021,20:00,Reims,Bordeaux,1.0,2.0,A,1.0,1.0,D,10.0,12.0,3.0,5.0,5.0,2.0,11.0,6.0,1.0,1.0,0.0,0.0,
F1,23/05/2021,20:00,Rennes,Nimes,2.0,0.0,H,1.0,0.0,H,13.0,9.0,6.0,2.0,4.0,3.0,11.0,10.0,1.0,0.0,0.0,0.0,
F1,23/05/2021,20:00,St Etienne,Dijon,0.0,1.0,A,0.0,1.0,A,19.0,10.0,5.0,2.0,9.0,3.0,13.0,10.0,1.0,0.0,0.0,0.0,
F1,23/05/2021,20:00,Strasbourg,Lorient,1.0,1.0,D,1.0,0.0,H,6.0,7.0,2.0,1.0,2.0,3.0,17.0,9.0,1.0,1.0,0.0,0.0,
F1,06/08/2021,20:00,Monaco,Nantes,1.0,1.0,D,1.0,1.0,D,15.0,5.0,3.0,1.0,5.0,2.0,6.0,14.0,0.0,0.0,0.0,0.0,
F1,07/08/2021,16:00,Lyon,Brest,1.0,1.0,D,0.0,1.0,A,17.0,13.0,4.0,8.0,9.0,4.0,10.0,12.0,1.0,1.0,0.0,0.0,
F1,07/08/2021,20:00,Troyes,Paris SG,1.0,2.0,A,1.0,2.0,A,15.0,12.0,7.0,3.0,9.0,1.0,3.0,15.0,1.0,4.0,0.0,0.0,
F1,08/08/2021,12:00,Rennes,Lens,1.0,1.0,D,1.0,1.0,D,10.0,11.0,2.0,6.0,3.0,9.0,10.0,14.0,0.0,2.0,0.0,0.0,
F1,08/08/2021,14:00,Bordeaux,Clermont,0.0,2.0,A,0.0,0.0,D,10.0,19.0,6.0,10.0,5.0,10.0,13.0,9.0,1.0,0.0,0.0,0.0,
F1,08/08/2021,14:00,Nice,Reims,0.0,0.0,D,0.0,0.0,D,12.0,5.0,2.0,0.0,4.0,2.0,10.0,8.0,1.0,1.0,0.0,0.0,
F1,08/08/2021,14:00,St Etienne,Lorient,1.0,1.0,D,0.0,0.0,D,20.0,12.0,3.0,3.0,8.0,4.0,10.0,14.0,2.0,3.0,0.0,0.0,
F1,08/08/2021,14:00,Strasbourg,Angers,0.0,2.0,A,0.0,0.0,D,7.0,9.0,1.0,2.0,5.0,4.0,18.0,18.0,2.0,3.0,0.0,0.0,
F1,08/08/2021,16:00,Metz,Lille,3.0,3.0,D,2.0,1.0,H,12.0,18.0,5.0,7.0,4.0,5.0,9.0,10.0,1.0,2.0,1.0,0.0,
F1,08/08/2021,19:45,Montpellier,Marseille,2.0,3.0,A,2.0,0.0,H,8.0,21.0,1.0,7.0,6.0,11.0,10.0,5.0,0.0,1.0,0.0,0.0,
F1,13/08/2021,20:00,Lorient,Monaco,1.0,0.0,H,1.0,0.0,H,2.0,12.0,2.0,3.0,0.0,6.0,17.0,15.0,3.0,2.0,0.0,0.0,
F1,14/08/2021,16:00,Lille,Nice,0.0,4.0,A,0.0,3.0,A,11.0,11.0,2.0,7.0,8.0,7.0,9.0,13.0,3.0,1.0,0.0,0.0,
F1,14/08/2021,20:00,Paris SG,Strasbourg,4.0,2.0,H,3.0,0.0,H,11.0,8.0,6.0,2.0,4.0,4.0,6.0,18.0,1.0,4.0,0.0,1.0,
F1,15/08/2021,12:00,Angers,Lyon,3.0,0.0,H,1.0,0.0,H,13.0,8.0,6.0,3.0,6.0,4.0,11.0,17.0,1.0,5.0,0.0,1.0,
F1,15/08/2021,14:00,Brest,Rennes,1.0,1.0,D,0.0,0.0,D,10.0,6.0,5.0,2.0,6.0,11.0,7.0,16.0,2.0,3.0,0.0,0.0,
F1,15/08/2021,14:00,Clermont,Troyes,2.0,0.0,H,0.0,0.0,D,18.0,6.0,8.0,1.0,9.0,2.0,6.0,11.0,1.0,3.0,0.0,1.0,
F1,15/08/2021,14:00,Nantes,Metz,2.0,0.0,H,1.0,0.0,H,11.0,10.0,7.0,5.0,6.0,6.0,18.0,11.0,2.0,0.0,0.0,0.0,
F1,15/08/2021,14:00,Reims,Montpellier,3.0,3.0,D,2.0,3.0,A,19.0,15.0,9.0,5.0,8.0,7.0,11.0,12.0,2.0,1.0,0.0,0.0,
F1,15/08/2021,16:00,Lens,St Etienne,2.0,2.0,D,1.0,1.0,D,22.0,12.0,7.0,7.0,7.0,2.0,10.0,17.0,1.0,6.0,0.0,0.0,
F1,15/08/2021,19:45,Marseille,Bordeaux,2.0,2.0,D,2.0,0.0,H,10.0,8.0,2.0,2.0,3.0,4.0,6.0,11.0,2.0,2.0,1.0,0.0,
F1,20/08/2021,20:00,Brest,Paris SG,2.0,4.0,A,1.0,2.0,A,11.0,16.0,3.0,8.0,3.0,9.0,8.0,7.0,1.0,2.0,0.0,0.0,
F1,21/08/2021,16:00,Monaco,Lens,0.0,2.0,A,0.0,0.0,D,9.0,4.0,2.0,2.0,13.0,3.0,11.0,14.0,1.0,1.0,1.0,1.0,
F1,21/08/2021,20:00,St Etienne,Lille,1.0,1.0,D,0.0,1.0,A,10.0,8.0,2.0,6.0,5.0,3.0,14.0,10.0,1.0,3.0,0.0,0.0,
F1,22/08/2021,12:00,Lyon,Clermont,3.0,3.0,D,3.0,1.0,H,21.0,17.0,9.0,5.0,5.0,8.0,10.0,6.0,2.0,2.0,0.0,0.0,
F1,22/08/2021,14:00,Bordeaux,Angers,1.0,1.0,D,1.0,1.0,D,14.0,6.0,5.0,3.0,3.0,3.0,19.0,5.0,2.0,0.0,0.0,0.0,
F1,22/08/2021,14:00,Metz,Reims,1.0,1.0,D,1.0,1.0,D,10.0,12.0,4.0,3.0,5.0,8.0,19.0,14.0,4.0,2.0,1.0,1.0,
F1,22/08/2021,14:00,Montpellier,Lorient,3.0,1.0,H,0.0,1.0,A,32.0,5.0,11.0,4.0,5.0,1.0,8.0,13.0,0.0,6.0,0.0,2.0,
F1,22/08/2021,14:00,Strasbourg,Troyes,1.0,1.0,D,0.0,1.0,A,14.0,10.0,4.0,6.0,6.0,3.0,16.0,17.0,3.0,1.0,0.0,0.0,
F1,22/08/2021,16:00,Rennes,Nantes,1.0,0.0,H,0.0,0.0,D,14.0,4.0,5.0,1.0,6.0,2.0,14.0,13.0,2.0,2.0,0.0,0.0,
F1,27/08/2021,20:00,Nantes,Lyon,0.0,1.0,A,0.0,1.0,A,18.0,12.0,5.0,5.0,6.0,6.0,7.0,11.0,2.0,2.0,0.0,1.0,
F1,28/08/2021,16:00,Nice,Bordeaux,4.0,0.0,H,3.0,0.0,H,11.0,13.0,5.0,4.0,3.0,0.0,18.0,11.0,3.0,2.0,0.0,0.0,
F1,28/08/2021,20:00,Marseille,St Etienne,3.0,1.0,H,1.0,1.0,D,19.0,11.0,5.0,7.0,5.0,4.0,11.0,18.0,1.0,3.0,0.0,0.0,
F1,29/08/2021,12:00,Troyes,Monaco,1.0,2.0,A,0.0,1.0,A,12.0,7.0,3.0,4.0,5.0,3.0,11.0,11.0,1.0,2.0,0.0,0.0,
F1,29/08/2021,14:00,Angers,Rennes,2.0,0.0,H,0.0,0.0,D,16.0,7.0,4.0,2.0,3.0,1.0,14.0,10.0,1.0,2.0,0.0,1.0,
F1,29/08/2021,14:00,Clermont,Metz,2.0,2.0,D,1.0,2.0,A,16.0,12.0,4.0,4.0,6.0,3.0,11.0,15.0,1.0,2.0,0.0,0.0,
F1,29/08/2021,14:00,Lens,Lorient,2.0,2.0,D,1.0,2.0,A,19.0,15.0,9.0,7.0,8.0,4.0,10.0,10.0,2.0,4.0,0.0,0.0,
F1,29/08/2021,14:00,Strasbourg,Brest,3.0,1.0,H,2.0,1.0,H,11.0,11.0,5.0,5.0,1.0,9.0,12.0,10.0,1.0,1.0,0.0,0.0,
F1,29/08/2021,16:00,Lille,Montpellier,2.0,1.0,H,1.0,1.0,D,15.0,6.0,4.0,3.0,3.0,4.0,15.0,19.0,3.0,7.0,0.0,1.0,
F1,29/08/2021,19:45,Reims,Paris SG,0.0,2.0,A,0.0,1.0,A,11.0,12.0,4.0,3.0,3.0,3.0,13.0,13.0,1.0,3.0,0.0,0.0,
F1,10/09/2021,20:00,Lorient,Lille,2.0,1.0,H,1.0,1.0,D,14.0,9.0,7.0,3.0,2.0,5.0,13.0,11.0,2.0,2.0,0.0,0.0,
F1,11/09/2021,16:00,Paris SG,Clermont,4.0,0.0,H,2.0,0.0,H,13.0,14.0,7.0,2.0,4.0,4.0,13.0,9.0,0.0,1.0,0.0,0.0,
F1,11/09/2021,20:00,Monaco,Marseille,0.0,2.0,A,0.0,1.0,A,7.0,13.0,0.0,5.0,3.0,2.0,17.0,8.0,4.0,1.0,0.0,0.0,
F1,12/09/2021,12:00,Montpellier,St Etienne,2.0,0.0,H,1.0,0.0,H,11.0,14.0,4.0,2.0,7.0,6.0,15.0,17.0,1.0,4.0,0.0,0.0,
F1,12/09/2021,14:00,Bordeaux,Lens,2.0,3.0,A,0.0,2.0,A,11.0,12.0,3.0,5.0,2.0,7.0,8.0,11.0,3.0,2.0,0.0,0.0,
F1,12/09/2021,14:00,Brest,Angers,1.0,1.0,D,0.0,0.0,D,12.0,8.0,6.0,2.0,5.0,3.0,19.0,9.0,3.0,2.0,1.0,0.0,
F1,12/09/2021,14:00,Metz,Troyes,0.0,2.0,A,0.0,0.0,D,16.0,10.0,2.0,5.0,2.0,1.0,15.0,14.0,2.0,1.0,0.0,0.0,
F1,12/09/2021,14:00,Rennes,Reims,0.0,2.0,A,0.0,1.0,A,9.0,7.0,1.0,3.0,4.0,6.0,18.0,11.0,1.0,2.0,0.0,0.0,
F1,12/09/2021,16:00,Nantes,Nice,0.0,2.0,A,0.0,0.0,D,19.0,9.0,7.0,3.0,8.0,3.0,7.0,13.0,2.0,3.0,0.0,0.0,
F1,12/09/2021,19:45,Lyon,Strasbourg,3.0,1.0,H,1.0,0.0,H,14.0,12.0,7.0,4.0,4.0,6.0,8.0,11.0,2.0,1.0,0.0,0.0,
F1,17/09/2021,20:00,Strasbourg,Metz,3.0,0.0,H,3.0,0.0,H,10.0,15.0,6.0,5.0,3.0,7.0,16.0,8.0,2.0,4.0,0.0,0.0,
F1,18/09/2021,16:00,Lens,Lille,1.0,0.0,H,0.0,0.0,D,13.0,6.0,4.0,2.0,4.0,3.0,12.0,8.0,2.0,2.0,0.0,0.0,
F1,18/09/2021,20:00,St Etienne,Bordeaux,1.0,2.0,A,0.0,1.0,A,12.0,13.0,5.0,3.0,7.0,2.0,9.0,11.0,1.0,4.0,0.0,0.0,
F1,19/09/2021,12:00,Nice,Monaco,2.0,2.0,D,0.0,1.0,A,12.0,8.0,3.0,3.0,5.0,2.0,17.0,12.0,2.0,3.0,0.0,0.0,
F1,19/09/2021,14:00,Angers,Nantes,1.0,4.0,A,1.0,3.0,A,10.0,8.0,5.0,4.0,10.0,5.0,10.0,16.0,2.0,2.0,0.0,0.0,
F1,19/09/2021,14:00,Clermont,Brest,1.0,1.0,D,0.0,0.0,D,7.0,5.0,4.0,1.0,3.0,5.0,7.0,19.0,1.0,1.0,1.0,0.0,
F1,19/09/2021,14:00,Reims,Lorient,0.0,0.0,D,0.0,0.0,D,10.0,6.0,2.0,3.0,5.0,6.0,12.0,14.0,2.0,3.0,0.0,0.0,
F1,19/09/2021,14:00,Troyes,Montpellier,1.0,1.0,D,1.0,0.0,H,8.0,6.0,3.0,2.0,1.0,6.0,16.0,11.0,4.0,4.0,0.0,1.0,
F1,19/09/2021,16:00,Marseille,Rennes,2.0,0.0,H,0.0,0.0,D,17.0,13.0,6.0,2.0,6.0,7.0,5.0,17.0,0.0,2.0,0.0,0.0,
F1,19/09/2021,19:45,Paris SG,Lyon,2.0,1.0,H,0.0,0.0,D,14.0,12.0,5.0,5.0,10.0,4.0,13.0,19.0,3.0,1.0,0.0,0.0,
F1,22/09/2021,18:00,Lille,Reims,2.0,1.0,H,2.0,0.0,H,7.0,11.0,4.0,5.0,4.0,4.0,16.0,14.0,2.0,1.0,0.0,0.0,
F1,22/09/2021,18:00,Monaco,St Etienne,3.0,1.0,H,1.0,1.0,D,14.0,9.0,6.0,3.0,6.0,3.0,16.0,13.0,1.0,1.0,0.0,1.0,
F1,22/09/2021,18:00,Montpellier,Bordeaux,3.0,3.0,D,1.0,2.0,A,15.0,15.0,6.0,7.0,6.0,6.0,10.0,8.0,0.0,2.0,0.0,0.0,
F1,22/09/2021,18:00,Nantes,Brest,3.0,1.0,H,1.0,0.0,H,14.0,10.0,6.0,2.0,4.0,4.0,8.0,13.0,1.0,2.0,0.0,0.0,
F1,22/09/2021,18:00,Rennes,Clermont,6.0,0.0,H,2.0,0.0,H,21.0,4.0,10.0,1.0,5.0,7.0,14.0,5.0,2.0,1.0,0.0,0.0,
F1,22/09/2021,20:00,Angers,Marseille,0.0,0.0,D,0.0,0.0,D,9.0,6.0,1.0,1.0,4.0,2.0,9.0,7.0,1.0,3.0,0.0,0.0,
F1,22/09/2021,20:00,Lens,Strasbourg,0.0,1.0,A,0.0,0.0,D,17.0,6.0,4.0,1.0,7.0,3.0,14.0,7.0,2.0,3.0,1.0,0.0,
F1,22/09/2021,20:00,Lorient,Nice,1.0,0.0,H,1.0,0.0,H,8.0,13.0,1.0,1.0,6.0,5.0,12.0,16.0,2.0,4.0,1.0,0.0,
F1,22/09/2021,20:00,Lyon,Troyes,3.0,1.0,H,0.0,1.0,A,15.0,12.0,8.0,7.0,7.0,3.0,7.0,9.0,1.0,3.0,0.0,0.0,
F1,22/09/2021,20:00,Metz,Paris SG,1.0,2.0,A,1.0,1.0,D,6.0,15.0,2.0,5.0,3.0,3.0,12.0,12.0,6.0,2.0,1.0,0.0,
F1,25/09/2021,16:00,St Etienne,Nice,0.0,3.0,A,0.0,1.0,A,11.0,14.0,6.0,9.0,2.0,9.0,9.0,13.0,0.0,2.0,0.0,0.0,
F1,25/09/2021,18:00,Strasbourg,Lille,1.0,2.0,A,0.0,1.0,A,10.0,16.0,3.0,7.0,8.0,8.0,16.0,12.0,4.0,4.0,1.0,0.0,
F1,25/09/2021,20:00,Lyon,Lorient,1.0,1.0,D,0.0,1.0,A,12.0,12.0,2.0,5.0,9.0,3.0,9.0,10.0,1.0,2.0,1.0,0.0,
F1,25/09/2021,20:00,Paris SG,Montpellier,2.0,0.0,H,1.0,0.0,H,16.0,10.0,5.0,4.0,8.0,7.0,10.0,8.0,0.0,1.0,0.0,0.0,
F1,26/09/2021,12:00,Bordeaux,Rennes,1.0,1.0,D,0.0,0.0,D,10.0,18.0,3.0,8.0,8.0,6.0,6.0,20.0,1.0,4.0,0.0,0.0,
F1,26/09/2021,14:00,Brest,Metz,1.0,2.0,A,0.0,1.0,A,11.0,6.0,2.0,4.0,4.0,3.0,16.0,16.0,3.0,2.0,0.0,0.0,
F1,26/09/2021,14:00,Reims,Nantes,3.0,1.0,H,0.0,0.0,D,9.0,11.0,5.0,2.0,3.0,7.0,14.0,10.0,1.0,1.0,0.0,0.0,
F1,26/09/2021,14:00,Troyes,Angers,1.0,1.0,D,1.0,0.0,H,6.0,17.0,3.0,6.0,2.0,9.0,9.0,8.0,4.0,2.0,1.0,0.0,
F1,26/09/2021,16:00,Clermont,Monaco,1.0,3.0,A,1.0,1.0,D,12.0,6.0,4.0,3.0,5.0,1.0,9.0,12.0,2.0,4.0,0.0,0.0,
F1,26/09/2021,19:45,Marseille,Lens,2.0,3.0,A,2.0,2.0,D,14.0,14.0,4.0,5.0,5.0,7.0,4.0,14.0,2.0,1.0,0.0,0.0,
F1,01/10/2021,20:00,Lens,Reims,2.0,0.0,H,1.0,0.0,H,13.0,3.0,7.0,0.0,5.0,3.0,13.0,13.0,3.0,1.0,0.0,1.0,
F1,02/10/2021,16:00,Montpellier,Strasbourg,1.0,1.0,D,1.0,1.0,D,12.0,6.0,4.0,3.0,3.0,4.0,12.0,14.0,2.0,0.0,0.0,0.0,
F1,02/10/2021,20:00,Nice,Brest,2.0,1.0,H,1.0,0.0,H,20.0,6.0,9.0,2.0,6.0,2.0,8.0,12.0,1.0,1.0,0.0,0.0,
F1,03/10/2021,12:00,Rennes,Paris SG,2.0,0.0,H,1.0,0.0,H,12.0,13.0,4.0,0.0,4.0,4.0,9.0,4.0,2.0,3.0,0.0,0.0,
F1,03/10/2021,14:00,Angers,Metz,3.0,2.0,H,0.0,1.0,A,18.0,2.0,5.0,2.0,12.0,2.0,16.0,11.0,1.0,3.0,0.0,0.0,
F1,03/10/2021,14:00,Lorient,Clermont,1.0,1.0,D,0.0,1.0,A,6.0,8.0,1.0,4.0,4.0,4.0,19.0,12.0,2.0,1.0,0.0,0.0,
F1,03/10/2021,14:00,Monaco,Bordeaux,3.0,0.0,H,1.0,0.0,H,12.0,4.0,4.0,1.0,10.0,2.0,12.0,13.0,2.0,1.0,0.0,0.0,
F1,03/10/2021,14:00,Nantes,Troyes,2.0,0.0,H,0.0,0.0,D,8.0,15.0,4.0,4.0,3.0,7.0,14.0,10.0,2.0,2.0,0.0,0.0,
F1,03/10/2021,16:00,Lille,Marseille,2.0,0.0,H,1.0,0.0,H,12.0,10.0,5.0,3.0,3.0,5.0,10.0,13.0,2.0,3.0,0.0,1.0,
F1,03/10/2021,19:45,St Etienne,Lyon,1.0,1.0,D,0.0,1.0,A,18.0,15.0,6.0,5.0,6.0,4.0,14.0,10.0,2.0,3.0,0.0,1.0,
F1,15/10/2021,20:00,Paris SG,Angers,2.0,1.0,H,0.0,1.0,A,13.0,7.0,2.0,2.0,6.0,5.0,8.0,10.0,1.0,2.0,0.0,0.0,
F1,16/10/2021,16:00,Clermont,Lille,1.0,0.0,H,1.0,0.0,H,9.0,9.0,3.0,2.0,6.0,9.0,9.0,8.0,1.0,2.0,0.0,0.0,
F1,16/10/2021,20:00,Lyon,Monaco,2.0,0.0,H,0.0,0.0,D,14.0,9.0,8.0,3.0,2.0,4.0,8.0,10.0,1.0,2.0,0.0,0.0,
F1,17/10/2021,12:00,Troyes,Nice,1.0,0.0,H,1.0,0.0,H,8.0,11.0,3.0,3.0,3.0,3.0,10.0,20.0,2.0,1.0,0.0,0.0,
F1,17/10/2021,14:00,Bordeaux,Nantes,1.0,1.0,D,0.0,0.0,D,8.0,13.0,1.0,7.0,2.0,5.0,10.0,16.0,2.0,3.0,0.0,0.0,
F1,17/10/2021,14:00,Brest,Reims,1.0,1.0,D,0.0,1.0,A,9.0,13.0,4.0,2.0,7.0,7.0,18.0,13.0,3.0,4.0,0.0,0.0,
F1,17/10/2021,14:00,Metz,Rennes,0.0,3.0,A,0.0,3.0,A,9.0,21.0,2.0,8.0,4.0,10.0,14.0,9.0,3.0,1.0,0.0,0.0,
F1,17/10/2021,14:00,Strasbourg,St Etienne,5.0,1.0,H,2.0,1.0,H,12.0,4.0,6.0,2.0,7.0,4.0,18.0,10.0,3.0,2.0,0.0,1.0,
F1,17/10/2021,16:00,Montpellier,Lens,1.0,0.0,H,0.0,0.0,D,15.0,19.0,6.0,5.0,3.0,2.0,8.0,16.0,4.0,4.0,1.0,0.0,
F1,17/10/2021,19:45,Marseille,Lorient,4.0,1.0,H,1.0,1.0,D,16.0,15.0,6.0,7.0,6.0,4.0,7.0,10.0,0.0,1.0,0.0,0.0,
F1,22/10/2021,20:00,St Etienne,Angers,2.0,2.0,D,0.0,1.0,A,17.0,4.0,6.0,2.0,6.0,1.0,12.0,18.0,0.0,3.0,0.0,0.0,
F1,23/10/2021,16:00,Nantes,Clermont,2.0,1.0,H,1.0,0.0,H,8.0,4.0,4.0,1.0,1.0,3.0,15.0,11.0,1.0,0.0,1.0,1.0,
F1,23/10/2021,20:00,Lille,Brest,1.0,1.0,D,1.0,1.0,D,13.0,13.0,3.0,5.0,5.0,4.0,10.0,15.0,1.0,2.0,0.0,0.0,
F1,24/10/2021,12:00,Nice,Lyon,3.0,2.0,H,0.0,1.0,A,17.0,13.0,7.0,8.0,3.0,2.0,11.0,7.0,1.0,0.0,0.0,1.0,
F1,24/10/2021,14:00,Lens,Metz,4.0,1.0,H,2.0,1.0,H,11.0,9.0,5.0,4.0,5.0,6.0,9.0,13.0,2.0,3.0,0.0,0.0,
F1,24/10/2021,14:00,Lorient,Bordeaux,1.0,1.0,D,0.0,0.0,D,14.0,11.0,4.0,5.0,9.0,4.0,12.0,13.0,4.0,2.0,0.0,1.0,
F1,24/10/2021,14:00,Reims,Troyes,1.0,2.0,A,1.0,1.0,D,18.0,7.0,5.0,4.0,7.0,1.0,14.0,13.0,4.0,2.0,1.0,0.0,
F1,24/10/2021,14:00,Rennes,Strasbourg,1.0,0.0,H,0.0,0.0,D,17.0,8.0,3.0,2.0,11.0,6.0,6.0,11.0,1.0,2.0,0.0,0.0,
F1,24/10/2021,16:00,Monaco,Montpellier,3.0,1.0,H,2.0,0.0,H,14.0,12.0,4.0,3.0,4.0,4.0,14.0,16.0,1.0,4.0,0.0,0.0,
F1,24/10/2021,19:45,Marseille,Paris SG,0.0,0.0,D,0.0,0.0,D,15.0,10.0,1.0,4.0,4.0,5.0,7.0,8.0,1.0,2.0,0.0,1.0,
F1,27/10/2021,20:00,Nice,Marseille,1.0,1.0,D,1.0,1.0,D,11.0,7.0,3.0,1.0,6.0,5.0,16.0,8.0,2.0,2.0,0.0,0.0,
F1,29/10/2021,20:00,Paris SG,Lille,2.0,1.0,H,0.0,1.0,A,17.0,11.0,6.0,3.0,4.0,5.0,7.0,10.0,1.0,5.0,0.0,0.0,
F1,30/10/2021,16:00,Metz,St Etienne,1.0,1.0,D,1.0,1.0,D,9.0,10.0,4.0,3.0,5.0,8.0,16.0,11.0,0.0,3.0,0.0,0.0,
F1,30/10/2021,20:00,Lyon,Lens,2.0,1.0,H,2.0,0.0,H,13.0,18.0,4.0,10.0,3.0,5.0,7.0,13.0,1.0,2.0,0.0,0.0,
